start,end,distance
1099409292,26069842,111.445
1099409300,1099409503,65.73
1099409300,1099409261,31.559
1099409304,1099409308,36.93
1099409304,1099409457,41.888
1099409304,1099409359,113.415
1099409304,361552973,195.295
1099409305,26069843,41.327
1099409305,1099409266,34.736
1099409305,1099409286,26.715
1099409308,1095053097,39.857
1099409308,1099409304,36.93
1099409308,1099409436,83.349
1099409310,8267849304,18.316
1099409310,8267091937,22.875
1099409314,1099409258,108.667
1099409314,1099409205,39.363
1099409314,1099409362,38.249
1099409315,3367670145,9.659
1099409315,2296974881,38.191
1099409315,3367932300,6.693
1099409316,2399106409,79.838
1099409329,1099409367,29.602
1099409329,4407994839,91.331
1099409332,4355285623,36.545
1099409332,1099409405,34.763
1099409332,1099409207,35.571
1099409332,4429478910,76.042
1099409333,4421626049,32.691
1099409333,1099409451,57.247
1099409334,1198068338,34.832
1099409334,1099409344,73.104
1099409337,1099409394,92.792
1099409337,1099409427,11.513
1099409337,1099409266,35.651
1099409339,1099409218,149.534
1099409339,1099409504,154.403
1099409339,1720776509,26.137
1099409339,1099409368,38.275
1099409341,2383000464,47.458
1099409341,2142150211,13.387
1099409341,1151193197,21.601
1099409344,3485278583,12.915
1099409344,1099409463,21.53
1099409344,4448361003,17.428
1099409344,1099409290,21.83
1099409357,4421628633,10.457
1099409357,1987064903,32.619
1099409358,3335361218,40.509
1099409358,2627476414,63.791
1099409358,2627476417,53.041
1099409359,1099409188,39.865
1099409359,1099409304,113.415
1099409362,1095053097,36.421
1099409362,1099409484,110.596
1099409362,1099409314,38.249
1099409364,1099409417,286.036
1099409367,1099409255,93.913
1099409367,1099409329,29.602
1099409368,1099409339,38.275
1099409368,1099409231,37.287
1099409368,1099409256,145.647
1099409368,1099409454,156.418
1099409371,4421626050,18.256
1099409371,4421626049,29.608
1099409394,1099409337,92.792
1099409394,1099409405,35.04
1099409394,1099409243,39.595
1099409395,1099409187,139.979
1099409395,1095053269,105.202
1099409396,1099409431,38.816
1099409396,361552973,37.665
1099409396,1099409436,101.718
1099409398,8294540591,19.04
1099409398,1099409194,35.354
1099409401,1099409263,119.901
1099409401,1099409278,51.873
1099409401,1099409481,48.155
1099409403,2009106711,97.878
1099409403,1307159377,61.993
1099409403,1151731322,107.064
1099409405,1099409411,76.464
1099409405,1099409332,34.763
1099409405,1099409394,35.04
1099409409,1526281950,67.804
1099409409,415647757,51.987
1099409409,3335361217,112.104
1099409411,1099409405,76.464
1099409411,1099409266,42.072
1099409417,2042814551,17.957
1099409417,2042814510,301.148
1099409417,1099409502,10.092
1099409417,1223396637,46.603
1099409421,1099409290,48.952
1099409421,1099409486,66.643
1099409421,1099409475,82.584
1099409425,1099409502,301.608
1099409427,1099409337,11.513
1099409427,1099409292,28.314
1099409427,4421797289,22.901
1099409431,1099409396,38.816
1099409431,1099409484,38.133
1099409431,1554231832,63.546
1099409436,1099409308,83.349
1099409436,1099409396,101.718
1099409443,8294540591,53.06
1099409443,3724530224,19.425
1099409443,1475714733,28.748
1099409446,4421797289,18.613
1099409446,1099409243,71.817
1099409448,4421639090,108.18
1099409448,1127494351,101.956
1099409448,2500758996,22.926
1099409451,1099409333,57.247
1099409451,1223396696,86.65
1099409451,1156735388,41.896
1099409454,1099409278,82.779
1099409454,1099409263,36.56
1099409454,1099409368,156.418
1099409454,1099409504,36.868
1099409457,1099409304,41.888
1099409457,1099409188,131.618
1099409457,1099409236,201.069
1099409459,2627476417,8.684
1099409462,1099409194,36.949
1099409462,8294540588,5.638
1099409463,3012493955,7.413
1099409473,1987064896,13.959
1099409473,1987064893,14.444
1099409475,2627476414,62.644
1099409475,1099409421,82.584
1099409478,1084307701,109.744
1099409478,2383000462,77.165
1099409478,1151192945,14.67
1099409481,8267091927,25.223
1099409481,1099409211,150.055
1099409481,1099409401,48.155
1099409484,1099409362,110.596
1099409484,1099409431,38.133
1099409484,1099409258,37.586
1099409486,1099409421,66.643
1099409486,359868214,243.053
1099409486,6333873751,9.14
1099409489,6333765784,7.322
1099409489,6333765783,10.238
1099409489,6333765885,9.097
1099409489,6333765886,9.703
1099409502,26069962,248.359
1099409502,2135785108,20.176
1099409502,1103039683,70.001
1099409502,1099409417,10.092
1099409503,2135785104,76.93
1099409503,1099409300,65.73
1099409503,2520278798,16.473
1099409504,1099409339,154.403
1099409504,8267088408,10.942
1099409504,1099409454,36.868
1101581865,4308577544,76.981
1101581865,1101582165,74.408
1101581959,1101582524,33.182
1101581959,4421785314,19.414
1101581966,2410267282,6.334
1101581966,1120362658,48.063
1101581971,4056825590,81.295
1101581971,2269953475,56.507
1101581971,4056825616,30.728
1101581973,1101582632,21.078
1101581973,2270226684,14.366
1101581981,1101582671,58.495
1101581981,1101582334,27.455
1101582022,1101582703,50.054
1101582040,1101582626,24.66
1101582165,1101582659,20.566
1101582165,1101581865,74.408
1101582165,2628010754,20.332
1101582172,1101582804,31.082
1101582175,1101582341,93.031
1101582175,4056825602,48.742
1101582175,1737223230,75.805
1101582224,1101582536,159.491
1101582230,1076646376,18.096
1101582230,1076646171,19.901
1101582241,1101581865,60.481
1101582241,1101582659,75.467
1101582249,4421728045,80.476
1101582249,7224393857,38.905
1101582249,2270227770,17.253
1101582268,7670926340,6.997
1101582285,4421785313,12.741
1101582285,2628482167,19.969
1101582299,1101582022,80.25
1101582299,2270233764,11.781
1101582334,1101581981,27.455
1101582334,1101582778,37.066
1101582341,1101582429,74.823
1101582341,1101582175,93.031
1101582341,1101582599,91.519
1101582341,1101582783,57.021
1101582343,3335372345,68.477
1101582343,5549478009,6.276
1101582347,2628010851,39.589
1101582347,361552953,71.892
1101582402,2270227769,6.111
1101582402,4421728044,83.565
1101582425,1953248265,60.833
1101582425,313164093,87.293
1101582428,1101582783,16.706
1101582428,321706262,35.658
1101582428,3677436643,33.313
1101582429,1737223284,85.058
1101582429,1101582341,74.823
1101582480,2630780142,116.886
1101582480,2410267282,109.944
1101582480,1101582782,44.559
1101582480,1084307325,41.398
1101582520,1101582782,101.885
1101582524,1101581959,33.182
1101582536,1101582172,37.384
1101582586,1120362877,24.993
1101582586,1076646561,46.315
1101582599,1737223273,7.702
1101582599,1101582341,91.519
1101582626,1101582241,225.1
1101582626,1101582536,67.215
1101582632,4421728046,38.591
1101582632,1101581973,21.078
1101582632,4421728044,81.576
1101582658,321706409,78.445
1101582658,313164076,71.16
1101582659,1101582224,72.183
1101582671,2628482167,17.371
1101582671,1101581981,58.495
1101582703,2270099694,59.736
1101582778,1101582334,37.066
1101582778,2628010754,46.76
1101582782,1101582520,101.885
1101582782,1101582480,44.559
1101582783,1101582341,57.021
1101582783,1101582428,16.706
1101582804,1101582347,91.899
1101582804,1702087886,64.382
1103039538,1103039564,19.917
1103039559,1103039639,102.111
1103039559,4397280154,102.293
1103039562,4421607790,17.376
1103039562,3355806033,73.358
1103039562,321706379,40.737
1103039562,1079387396,129.388
1103039564,4383459445,63.616
1103039565,1103039681,23.092
1103039565,7721501227,32.034
1103039567,1103039796,82.333
1103039567,1103039812,127.671
1103039567,1859239327,53.694
1103039572,1103039702,126.956
1103039572,2136829829,64.197
1103039572,1103039637,61.298
1103039572,1079387306,160.019
1103039576,4419478854,50.418
1103039576,1103039646,77.343
1103039576,1103039716,63.405
1103039576,3355806027,51.35
1103039600,3355768796,54.337
1103039600,7721501237,11.283
1103039600,4397280154,101.858
1103039602,2630768209,1.7
1103039602,4419478854,91.361
1103039605,1307159442,69.072
1103039605,1127494350,47.502
1103039605,3355806019,79.911
1103039605,1307159388,38.454
1103039609,3335279402,11.186
1103039609,1307159528,62.348
1103039611,2630768214,9.682
1103039611,4421575034,18.546
1103039614,7721501227,4.168
1103039614,1103039706,9.266
1103039634,2630769412,19.129
1103039634,2630769413,25.769
1103039634,1103039736,25.012
1103039634,7721501218,21.274
1103039637,1103039742,126.071
1103039637,1103039572,61.298
1103039637,1103039750,58.027
1103039639,7721501237,95.278
1103039639,4819416886,83.946
1103039639,1103039677,122.186
1103039639,1103039559,102.111
1103039641,1103039709,106.559
1103039641,1103039742,35.508
1103039641,1103039665,25.463
1103039643,1103039730,85.062
1103039643,1859239254,23.298
1103039646,3355806028,52.751
1103039646,321706380,90.71
1103039646,1103039576,77.343
1103039646,7721501218,124.485
1103039649,3355806076,26.341
1103039649,3355806019,7.858
1103039665,7745894804,111.512
1103039665,1103039641,25.463
1103039665,1103039801,28.252
1103039667,1223396686,41.3
1103039667,1103039804,22.881
1103039670,4419494960,3.328
1103039670,1103039706,57.787
1103039673,1103039764,39.043
1103039673,1103039681,13.407
1103039677,1103039639,122.186
1103039677,1079387225,158.247
1103039677,4421607792,48.16
1103039681,1103039673,13.407
1103039681,1103039565,23.092
1103039683,3355768796,42.522
1103039683,1099409502,70.001
1103039694,4419494959,6.002
1103039694,1103039736,71.877
1103039702,1122468026,51.06
1103039702,1103039572,126.956
1103039702,1103039742,59.367
1103039706,1103039614,9.266
1103039706,4421575035,10.917
1103039706,1103039670,57.787
1103039706,2630768209,31.669
1103039709,1103039641,106.559
1103039709,2135733603,23.609
1103039711,1103039730,108.83
1103039711,8417357952,6.583
1103039715,1223396706,40.201
1103039715,1079387396,92.603
1103039716,1103039808,36.12
1103039716,1103039576,63.405
1103039716,331638852,21.462
1103039730,1103039643,85.062
1103039730,1103039711,108.83
1103039734,7721501228,47.209
1103039734,1127494285,39.34
1103039734,1127494205,35.617
1103039736,1103039694,71.877
1103039736,1103039634,25.012
1103039742,1103039637,126.071
1103039742,1103039702,59.367
1103039742,1103039641,35.508
1103039747,4419494962,31.303
1103039747,1103039764,39.088
1103039747,4419494960,45.738
1103039750,7745894804,13.713
1103039750,1103039637,58.027
1103039750,4421575036,61.2
1103039764,7721501230,37.185
1103039764,1103039673,39.043
1103039764,1103039747,39.088
1103039764,1103039778,38.711
1103039767,3355806027,4.132
1103039769,4419494961,48.276
1103039769,1127494235,92.891
1103039769,1103039801,33.865
1103039769,4419494962,55.417
1103039772,4421575034,15.039
1103039772,7721501216,56.508
1103039778,1103039764,38.711
1103039778,2630768202,32.249
1103039778,4419494959,33.09
1103039796,1103039567,82.333
1103039796,8417357947,9.795
1103039797,3752866858,52.346
1103039801,1103039665,28.252
1103039801,1103039769,33.865
1103039804,1103039667,22.881
1103039804,4421607790,19.624
1103039808,7721501216,18.102
1103039808,1103039716,36.12
1103039812,1103039567,127.671
1103039812,1859239265,17.562
1103039812,1859239262,9.159
1115665586,1974739979,58.248
1115665586,1115665634,99.631
1115665589,1115665690,56.635
1115665589,1115665922,56.157
1115665589,4398463921,66.199
1115665621,1115665734,44.814
1115665621,1115665785,41.109
1115665634,1115665814,84.698
1115665634,1115665734,58.82
1115665634,1115665665,111.013
1115665634,1115665586,99.631
1115665641,3333307677,66.266
1115665641,5371658141,81.461
1115665665,3752714608,86.588
1115665665,1151193122,62.13
1115665665,1115665780,92.44
1115665665,1115665634,111.013
1115665683,4429354083,56.405
1115665683,2826776881,9.154
1115665690,1151193122,35.994
1115665690,1115665722,63.332
1115665690,1115665589,56.635
1115665707,2141295397,19.634
1115665707,1941922121,59.025
1115665707,3063550007,50.928
1115665707,1959271932,80.539
1115665722,1115665830,38.871
1115665722,1115665690,63.332
1115665722,4398463916,19.34
1115665734,1115665634,58.82
1115665734,1115665621,44.814
1115665734,1151193122,132.358
1115665738,4429354084,15.969
1115665738,3356095126,73.751
1115665738,4973553162,87.183
1115665738,1115665777,101.873
1115665757,1115665867,69.526
1115665757,1964054298,37.847
1115665777,1115665738,101.873
1115665777,2001841765,68.709
1115665780,1151192982,100.184
1115665780,1115665800,35.808
1115665780,1115665665,92.44
1115665785,1115665621,41.109
1115665785,1115665905,52.458
1115665785,1115665830,41.329
1115665800,1115665922,56.957
1115665800,1115665780,35.808
1115665814,1156712282,24.2
1115665814,1115665634,84.698
1115665814,1677073456,8.653
1115665830,1115665785,41.329
1115665830,1115665722,38.871
1115665852,1115665930,64.114
1115665852,3356095125,72.683
1115665852,4973553162,21.063
1115665867,1115665900,93.277
1115665867,1115665757,69.526
1115665883,4429354085,9.292
1115665883,2001841765,100.824
1115665883,1115665930,132.254
1115665900,1307159674,46.503
1115665900,2518952228,55.52
1115665900,5371658141,19.267
1115665900,1115665867,93.277
1115665905,1115665785,52.458
1115665905,1115665586,172.4
1115665922,1115665589,56.157
1115665922,1115665800,56.957
1115665930,1115665852,64.114
1115665930,2281766982,29.046
1115665930,1115665883,132.254
1120362617,3357222506,5.961
1120362617,4413441091,17.914
1120362639,4096401490,8.749
1120362639,2905733953,49.954
1120362639,4141949452,61.708
1120362642,2386842535,46.746
1120362642,2500758996,136.312
1120362642,3480106950,16.889
1120362650,1120363101,102.947
1120362650,321706341,69.378
1120362650,321706338,45.995
1120362658,1101581966,48.063
1120362658,4096409454,83.722
1120362663,1120363011,38.676
1120362663,1120362890,91.373
1120362682,2721096892,80.311
1120362686,1482253551,85.084
1120362686,26069848,43.101
1120362686,1120362902,35.797
1120362700,3355806013,2.925
1120362703,1984387108,41.545
1120362712,1120363101,50.001
1120362712,1720831564,34.543
1120362712,321706338,103.845
1120362714,1120362902,82.672
1120362714,1482253652,45.173
1120362714,1482253551,36.888
1120362745,1120363138,15.502
1120362745,8267091917,28.316
1120362759,6534755401,3.466
1120362759,2905733952,21.754
1120362792,1120363162,22.907
1120362792,1984387108,46.357
1120362798,1120363164,40.392
1120362798,1120362989,27.566
1120362798,2905733955,77.992
1120362810,1076646324,37.487
1120362810,26059376,118.625
1120362818,3479261188,34.143
1120362822,1120363067,126.586
1120362822,4458459493,9.64
1120362866,1732681154,45.613
1120362866,426526840,69.915
1120362866,1120363162,17.668
1120362877,1084307325,110.239
1120362877,2410267282,41.359
1120362877,1101582586,24.993
1120362890,2990473200,27.495
1120362890,1984416751,38.756
1120362890,1120362663,91.373
1120362894,1120363146,135.267
1120362894,1984416805,51.202
1120362894,1120363067,42.046
1120362898,3307250545,22.656
1120362898,2337126696,64.671
1120362902,1120362714,82.672
1120362902,1120362686,35.797
1120362902,5631678909,36.642
1120362934,1720776521,49.928
1120362934,321706337,42.52
1120362934,1076646643,117.376
1120362938,1732681160,34.153
1120362938,1732681157,43.057
1120362938,1120363121,25.613
1120362942,3355806013,49.196
1120362942,1120363084,36.608
1120362947,1120363029,105.816
1120362947,4429248302,64.149
1120362947,1720776511,59.916
1120362984,8267091917,16.782
1120362984,8267091918,1.466
1120362984,8267088416,56.745
1120362989,1120362798,27.566
1120362989,1732681154,30.809
1120362989,2905733956,71.76
1120363001,1076646643,119.26
1120363001,6360177438,61.651
1120363001,1482253812,58.902
1120363001,1720776520,31.778
1120363011,1120362663,38.676
1120363011,1984416751,95.896
1120363014,8267088416,21.709
1120363016,1120363138,32.597
1120363016,1720776524,39.354
1120363016,1720776521,39.303
1120363029,1120362947,105.816
1120363029,1475714733,49.517
1120363029,321706337,67.559
1120363032,3479107559,127.205
1120363032,3307250548,7.218
1120363035,4421497239,15.847
1120363035,4421497237,38.855
1120363035,4458459492,16.337
1120363047,1120363158,34.328
1120363051,321706337,104.847
1120363067,1120362894,42.046
1120363067,3357222506,31.815
1120363067,1120362822,126.586
1120363074,5590272946,9.856
1120363074,5590272950,12.212
1120363074,5590272947,12.62
1120363074,5590272949,16.966
1120363077,1720776514,16.239
1120363077,8267088416,3.029
1120363084,1120362942,36.608
1120363084,2386842535,32.972
1120363101,1120362712,50.001
1120363101,1482253812,66.855
1120363101,1120362650,102.947
1120363103,318918116,26.35
1120363108,3478361627,48.575
1120363108,2337126697,82.257
1120363121,2905733952,58.465
1120363121,1120362938,25.613
1120363121,2905733955,75.888
1120363126,1554231832,40.276
1120363126,1482253652,61.77
1120363138,1120363016,32.597
1120363138,1120362745,15.502
1120363140,1733808769,57.204
1120363140,1941922126,195.663
1120363140,4096409454,69.535
1120363146,4421497240,8.244
1120363146,1120362894,135.267
1120363158,1120362818,124.189
1120363162,1120362792,22.907
1120363162,1120362866,17.668
1120363162,6936294925,145.512
1120363164,1120362798,40.392
1122467885,1122467892,178.953
1122467885,1122467978,26.152
1122467885,1122467890,19.954
1122467887,1122467904,136.084
1122467887,2078325813,18.729
1122467887,1127494319,20.34
1122467888,1122467960,15.04
1122467888,3351231313,10.004
1122467888,1122467904,57.448
1122467890,2534921843,102.987
1122467890,1122467885,19.954
1122467890,1122467933,17.569
1122467892,1127494319,136.665
1122467892,1122467885,178.953
1122467892,2078325812,37.115
1122467892,1122467915,36.851
1122467893,1122467907,99.865
1122467893,1122467941,105.047
1122467893,1122468011,46.811
1122467893,1122467976,45.807
1122467900,1122467952,135.415
1122467900,1127494319,30.796
1122467900,1122467942,17.781
1122467901,1156735409,69.838
1122467904,3352523931,41.666
1122467904,1122467887,136.084
1122467904,1122467888,57.448
1122467904,1122467952,53.546
1122467906,4448330249,12.898
1122467906,4421551312,41.607
1122467907,1122467893,99.865
1122467907,1122468007,40.371
1122467907,400886726,49.842
1122467907,1122467930,44.408
1122467908,1122467956,59.175
1122467908,1122467915,61.659
1122467915,1122467908,61.659
1122467915,4421612238,11.932
1122467915,1122467892,36.851
1122467915,1122468010,57.126
1122467918,1122468012,9.042
1122467918,400886720,95.545
1122467918,1127494241,37.084
1122467920,1122468012,32.071
1122467920,1127494296,94.697
1122467920,2534921861,55.319
1122467920,4421551312,54.542
1122467921,4419114782,85.739
1122467921,4419114785,30.634
1122467921,1122467927,31.236
1122467921,4419114779,165.885
1122467924,2135733604,23.385
1122467925,426882116,84.231
1122467925,3355751850,57.252
1122467927,5267916932,45.066
1122467927,1122467921,31.236
1122467927,1122467971,13.889
1122467930,1122467976,99.636
1122467930,1122467907,44.408
1122467930,400886725,9.097
1122467932,1127494354,44.538
1122467932,1122467977,93.974
1122467932,1122467959,30.727
1122467932,2534921861,36.794
1122467933,2078325812,179.439
1122467933,1122467890,17.569
1122467933,1122467973,39.373
1122467935,4421612238,14.238
1122467935,1122467983,80.083
1122467938,1127494296,27.441
1122467938,1127494226,60.221
1122467938,2534921864,52.947
1122467941,1122467893,105.047
1122467941,1122467991,47.271
1122467941,1122468021,46.008
1122467942,1122467900,17.781
1122467942,1122467956,31.976
1122467952,1122467900,135.415
1122467952,1127494358,40.104
1122467952,1122467904,53.546
1122467952,1122467959,53.199
1122467954,321706394,60.853
1122467954,3219756861,31.844
1122467954,1122467987,113.574
1122467955,4419114782,19.943
1122467955,1122468011,64.695
1122467955,1122468010,76.333
1122467956,1127494187,42.818
1122467956,1122467908,59.175
1122467956,1122467942,31.976
1122467956,4225394373,42.407
1122467959,1122467952,53.199
1122467959,1122467932,30.727
1122467960,1968971382,38.073
1122467960,1122467888,15.04
1122467960,3351226343,43.459
1122467971,1122467927,13.889
1122467971,4419114772,19.98
1122467973,26069992,167.03
1122467973,1122467933,39.373
1122467973,1122468023,12.936
1122467976,1122467930,99.636
1122467976,1122467991,104.753
1122467976,1122467893,45.807
1122467976,3355751850,35.61
1122467977,1122467932,93.974
1122467977,1127494187,32.82
1122467977,1127494261,15.103
1122467978,2534921850,101.857
1122467978,4419114772,32.473
1122467978,1122467885,26.152
1122467983,1122467935,80.083
1122467983,4419114776,3.033
1122467987,1188790330,30.279
1122467987,1122467954,113.574
1122467987,3352523938,118.657
1122467990,1122468007,52.732
1122467990,1127494226,7.454
1122467990,426882116,64.643
1122467991,1122467976,104.753
1122467991,1122468008,33.438
1122467991,1122467941,47.271
1122467993,2042814612,66.883
1122467993,2042814606,16.324
1122467994,400886726,55.495
1122467994,2534921864,60.96
1122467994,4225394373,40.772
1122467994,2534921856,45.559
1122468004,1122467901,121.172
1122468006,1968971391,32.154
1122468006,3352523938,77.696
1122468006,4448330249,9.755
1122468007,1122467990,52.732
1122468007,1122467907,40.371
1122468008,1307159283,103.365
1122468008,2534921875,42.379
1122468008,3355751850,105.356
1122468008,1122467991,33.438
1122468010,1122467915,57.126
1122468010,2534921856,33.712
1122468010,1122467955,76.333
1122468011,1122468021,104.898
1122468011,1122467893,46.811
1122468011,1122467955,64.695
1122468011,400886726,100.479
1122468012,1122467920,32.071
1122468012,1122467918,9.042
1122468019,1188790281,13.9
1122468021,1122468011,104.898
1122468021,26069984,165.486
1122468021,1122467941,46.008
1122468021,4419114785,33.505
1122468023,1122468024,177.135
1122468023,1122467973,12.936
1122468023,3480014654,35.093
1122468024,1968971373,35.339
1122468024,321706382,12.394
1122468024,1122467924,132.165
1122468026,1103039702,51.06
1122468026,1122468019,62.606
1127494179,1127494308,40.071
1127494179,1127494241,35.786
1127494179,1127494291,59.969
1127494181,1127494311,14.85
1127494181,1127494261,38.628
1127494185,4448316171,24.744
1127494187,1122467977,32.82
1127494187,1122467956,42.818
1127494187,1127494311,33.751
1127494188,1127494233,35.564
1127494188,3352523927,36.009
1127494188,1127494318,54.908
1127494188,4383459428,56.624
1127494203,4551148205,37.925
1127494203,2905764739,20.786
1127494203,331638817,75.198
1127494205,1103039734,35.617
1127494205,1127494264,34.366
1127494210,2421243542,32.132
1127494212,2386842551,45.099
1127494212,1079387244,93.609
1127494212,1565161672,44.348
1127494221,1127494318,36.995
1127494221,1127494233,55.38
1127494223,3480106948,5.649
1127494223,2042814538,16.521
1127494226,1127494347,47.125
1127494226,1122467938,60.221
1127494226,1122467990,7.454
1127494231,3355806017,8.102
1127494232,1127494241,112.05
1127494232,400886720,40.585
1127494232,1127494244,39.438
1127494233,1127494188,35.564
1127494233,1127494221,55.38
1127494235,1103039769,92.891
1127494235,1968971382,24.57
1127494235,4419494968,42.759
1127494236,1099409502,17.813
1127494241,1127494179,35.786
1127494241,1122467918,37.084
1127494241,1127494232,112.05
1127494244,1127494291,67.242
1127494244,1127494232,39.438
1127494244,1127494348,51.087
1127494247,4448316171,5.698
1127494247,1127494292,4.577
1127494261,2534921859,30.99
1127494261,1122467977,15.103
1127494261,1127494181,38.628
1127494264,1127494205,34.366
1127494264,1127494323,58.035
1127494274,3355806018,5.715
1127494278,1127494337,58.088
1127494278,426882116,99.054
1127494278,4413521098,60.77
1127494279,3355806017,99.507
1127494279,1565161672,51.7
1127494279,1127494350,57.607
1127494285,2905752631,52.591
1127494285,4419494968,46.373
1127494285,1103039734,39.34
1127494289,1127494337,16.299
1127494289,1127494291,42.795
1127494289,1127494308,62.422
1127494291,1127494289,42.795
1127494291,1127494244,67.242
1127494291,1127494179,59.969
1127494292,1127494247,4.577
1127494292,4448316172,40.166
1127494296,2534921859,53.077
1127494296,1122467920,94.697
1127494296,1122467938,27.441
1127494299,3352523932,26.382
1127494299,1127494358,34.24
1127494301,1103039559,107.884
1127494308,1127494179,40.071
1127494308,4421617882,11.17
1127494308,1127494289,62.422
1127494311,1127494315,26.939
1127494311,1127494187,33.751
1127494311,1127494181,14.85
1127494315,1127494311,26.939
1127494318,1127494221,36.995
1127494318,3352523932,10.552
1127494318,1127494188,54.908
1127494319,1122467892,136.665
1127494319,1122467887,20.34
1127494319,1122467900,30.796
1127494322,426886926,14.099
1127494322,3485247713,12.45
1127494322,410456355,41.324
1127494323,1127494264,58.035
1127494323,322800785,140.461
1127494323,2905752629,48.97
1127494325,3355806048,9.791
1127494325,3355806015,3.606
1127494337,1127494278,58.088
1127494337,1127494289,16.299
1127494337,1127494348,78.063
1127494339,3355806016,7.999
1127494347,4421617882,14.028
1127494347,1127494226,47.125
1127494347,4413521095,31.663
1127494348,1127494337,78.063
1127494348,1127494244,51.087
1127494348,1156735383,48.145
1127494350,3355806018,86.96
1127494350,1127494279,57.607
1127494350,1103039605,47.502
1127494351,4551148205,105.577
1127494351,321706377,76.466
1127494351,1099409448,101.956
1127494354,4448316173,9.24
1127494354,1122467932,44.538
1127494358,1127494299,34.24
1127494358,1122467952,40.104
1127494363,3335300081,8.121
1127494363,2630768206,49.898
1127494363,3355904067,12.682
1136363645,1136363661,38.873
1136363645,4429450876,105.753
1136363661,6994374312,116.744
1136363661,1136363645,38.873
1151192772,4413501365,21.852
1151192786,2001841754,35.9
1151192786,2001841759,45.135
1151192786,1168830477,55.699
1151192825,4421643754,24.958
1151192825,4448303188,56.266
1151192825,1151193065,121.181
1151192837,1151193610,37.371
1151192837,1151193713,46.109
1151192864,2384319085,70.579
1151192864,1099409228,11.311
1151192864,7765131733,17.866
1151192867,1373613627,67.661
1151192867,1151193806,56.082
1151192879,1151193024,46.247
1151192879,1151193337,25.169
1151192915,3306931423,180.047
1151192923,2141140274,56.468
1151192923,4413501357,60.068
1151192926,3114931924,6.74
1151192926,3368020446,11.095
1151192945,2383000449,58.12
1151192945,1099409478,14.67
1151192945,2937476905,137.511
1151192948,4419515360,5.038
1151192948,1151193158,57.919
1151192956,4421639344,74.21
1151192976,4421643753,87.236
1151192976,2905733419,10.137
1151192982,1676981032,18.49
1151192982,1115665780,100.184
1151192988,1151193163,12.981
1151192988,1151193457,43.832
1151192988,4419508167,72.606
1151193015,1151193199,67.001
1151193015,2905733428,11.59
1151193015,1151193492,45.964
1151193015,1163353711,167.533
1151193024,4421643755,48.233
1151193024,1151192879,46.247
1151193036,1084307701,15.604
1151193036,2383000422,63.994
1151193036,2383000447,16.19
1151193058,426882130,155.876
1151193058,4419546087,128.592
1151193058,1151193656,67.148
1151193058,5310722150,8.606
1151193065,2383000385,73.367
1151193065,1151193311,76.187
1151193065,1151192825,121.181
1151193072,4419515360,61.478
1151193072,1151193240,143.171
1151193098,1151193250,45.492
1151193098,1151193350,17.234
1151193100,331638848,38.233
1151193100,1677073453,18.439
1151193122,1115665665,62.13
1151193122,1115665690,35.994
1151193122,1115665734,132.358
1151193141,2383000381,71.016
1151193141,2384319124,94.606
1151193141,2905733426,25.446
1151193145,4419499760,14.379
1151193158,1151192948,57.919
1151193158,2905733428,55.28
1151193163,1151193337,11.41
1151193163,1151192988,12.981
1151193163,322800776,75.022
1151193181,1163353695,13.082
1151193181,1163353696,93.423
1151193181,7765131734,133.563
1151193197,1099409341,21.601
1151193197,1099409288,17.129
1151193197,1151193436,112.215
1151193199,2905733419,43.348
1151193199,1151193015,67.001
1151193199,2905733429,38.237
1151193208,1151193731,112.772
1151193208,1168830705,97.832
1151193208,331638848,44.778
1151193209,2383000385,34.197
1151193209,1151193350,24.934
1151193209,4448303187,12.849
1151193240,1151193806,12.677
1151193240,1151193610,25.565
1151193240,1151193544,246.325
1151193244,4413501385,17.602
1151193250,4448303188,22.117
1151193250,1151193098,45.492
1151193291,4413415504,30.851
1151193291,4413415503,14.627
1151193297,1151193457,58.9
1151193297,1151193564,44.104
1151193311,1151193065,76.187
1151193311,2383000381,80.891
1151193315,1151193492,146.848
1151193315,3485172099,5.328
1151193337,1151192879,25.169
1151193337,1151193163,11.41
1151193350,1151193098,17.234
1151193350,1151193209,24.934
1151193389,4413501375,21.509
1151193436,2520278806,59.279
1151193436,4419115596,61.656
1151193457,1151192988,43.832
1151193457,1151193297,58.9
1151193490,1974739913,80.594
1151193490,3368020443,17.326
1151193492,1151193015,45.964
1151193492,1151193315,146.848
1151193544,2560226750,62.633
1151193544,322800776,10.128
1151193544,1151192988,83.423
1151193557,1151193731,45.444
1151193557,4408364459,28.677
1151193557,1168830441,72.18
1151193557,1307159353,89.73
1151193562,1974739833,11.137
1151193562,3114931924,98.802
1151193564,1151193297,44.104
1151193564,1084309671,64.204
1151193610,1151193240,25.565
1151193610,1151192837,37.371
1151193614,4421643755,17.371
1151193614,2384319144,23.321
1151193614,4413415504,46.938
1151193650,3496381395,58.31
1151193650,5371658201,103.023
1151193650,1974739875,22.032
1151193656,2001841759,27.524
1151193656,1151193058,67.148
1151193713,1151192837,46.109
1151193713,2905733429,21.257
1151193731,1151193208,112.772
1151193731,1151193557,45.444
1151193767,2384319107,16.546
1151193767,7684421739,25.359
1151193803,26070025,12.444
1151193803,1151193181,157.719
1151193803,1964054298,42.839
1151193806,1151192867,56.082
1151193806,1151193240,12.677
1151193806,26070017,181.426
